date,product_id,product_name,category,true_closing_stock,stockout
2025-09-04,P053,Lemon Juice,juice,3.55,False
2025-09-04,P054,Sugar Syrup,cocktail_ingredient,5.052,False
2025-09-04,P055,Fresh Mint,cocktail_ingredient,3.523,False
2025-09-04,P056,Coffee Beans,cocktail_ingredient,3.649,False
2025-09-04,K001,Carlsberg 50L,draught_beer,5.005,False
2025-09-04,K002,Tuborg 50L,draught_beer,3.041,False
2025-09-04,K003,Carlsberg 30L,draught_beer,5.409,False
2025-09-04,K004,Malka 30L,draught_beer,4.546,False
2025-09-04,K005,Weihenstephan 30L,draught_beer,4.371,False
2025-09-05,P001,Carlsberg,beer,136.4,False
2025-09-05,P002,Heineken,beer,94.6,False
2025-09-05,P003,Corona,beer,91.2,False
2025-09-05,P004,Guinness,beer,41.6,False
2025-09-05,P005,Goldstar,beer,102.6,False
2025-09-05,P006,Maccabee,beer,56.0,False
2025-09-05,P007,Stella Artois,beer,69.4,False
2025-09-05,P008,Erdinger,beer,34.2,False
2025-09-05,P009,Bombay Sapphire,gin,3.651,False
2025-09-05,P010,Tanqueray,gin,15.057,False
2025-09-05,P011,Hendrick's,gin,7.329,False
2025-09-05,P012,Beefeater,gin,3.229,False
2025-09-05,P013,Gordon's,gin,17.875,False
2025-09-05,P014,Absolut,vodka,15.551,False
2025-09-05,P015,Finlandia,vodka,3.057,False
2025-09-05,P016,Grey Goose,vodka,3.823,False
2025-09-05,P017,Belvedere,vodka,3.314,False
2025-09-05,P018,Stolichnaya,vodka,3.143,False
2025-09-05,P019,Jameson,whiskey,8.074,False
2025-09-05,P020,Jack Daniel's,whiskey,6.069,False
2025-09-05,P021,Johnnie Walker Black,whiskey,3.909,False
2025-09-05,P022,Chivas Regal,whiskey,14.886,False
2025-09-05,P023,Maker's Mark,whiskey,3.229,False
2025-09-05,P024,Glenfiddich 12,whiskey,3.4,False
2025-09-05,P025,Bacardi Carta Blanca,rum,25.222,False
2025-09-05,P026,Havana Club 3,rum,14.886,False
2025-09-05,P027,Captain Morgan,rum,14.8,False
2025-09-05,P028,Diplomatico Reserva,rum,3.571,False
2025-09-05,P029,Jose Cuervo,tequila,5.155,False
2025-09-05,P030,Olmeca Blanco,tequila,3.4,False
2025-09-05,P031,Patron Silver,tequila,13.603,False
2025-09-05,P032,Don Julio Blanco,tequila,3.229,False
2025-09-05,P033,Aperol,aperitif,24.257,False
2025-09-05,P034,Campari,aperitif,7.243,False
2025-09-05,P035,Cointreau,liqueur,6.66,False
2025-09-05,P036,Kahlua,liqueur,5.663,False
2025-09-05,P037,Martini Rosso,vermouth,5.46,False
2025-09-05,P038,House Red Wine,wine,24.546,False
2025-09-05,P039,House White Wine,wine,26.596,False
2025-09-05,P040,Rose Wine,wine,10.8,False
2025-09-05,P041,Prosecco,wine,38.576,False
2025-09-05,P042,Chardonnay,wine,7.04,False
2025-09-05,P043,Coca-Cola,soft_drink,154.44,False
2025-09-05,P044,Coca-Cola Zero,soft_drink,104.6,False
2025-09-05,P045,Sprite,soft_drink,84.2,False
2025-09-05,P046,Tonic Water,soft_drink,100.62,False
2025-09-05,P047,Soda Water,soft_drink,97.92,False
2025-09-05,P048,Red Bull,soft_drink,77.8,False
2025-09-05,P049,Ginger Beer,soft_drink,32.2,False
2025-09-05,P050,Orange Juice,juice,4.0,False
2025-09-05,P051,Cranberry Juice,juice,4.0,False
2025-09-05,P052,Lime Juice,juice,9.933,False
2025-09-05,P053,Lemon Juice,juice,3.4,False
2025-09-05,P054,Sugar Syrup,cocktail_ingredient,4.547,False
2025-09-05,P055,Fresh Mint,cocktail_ingredient,3.316,False
2025-09-05,P056,Coffee Beans,cocktail_ingredient,3.505,False
2025-09-05,K001,Carlsberg 50L,draught_beer,4.304,False
2025-09-05,K002,Tuborg 50L,draught_beer,3.59,False
2025-09-05,K003,Carlsberg 30L,draught_beer,4.456,False
2025-09-05,K004,Malka 30L,draught_beer,3.714,False
2025-09-05,K005,Weihenstephan 30L,draught_beer,3.793,False
2025-09-06,P001,Carlsberg,beer,123.4,False
2025-09-06,P002,Heineken,beer,80.6,False
2025-09-06,P003,Corona,beer,79.2,False
2025-09-06,P004,Guinness,beer,36.6,False
2025-09-06,P005,Goldstar,beer,85.6,False
2025-09-06,P006,Maccabee,beer,47.0,False
2025-09-06,P007,Stella Artois,beer,58.4,False
2025-09-06,P008,Erdinger,beer,30.2,False
2025-09-06,P009,Bombay Sapphire,gin,3.223,False
2025-09-06,P010,Tanqueray,gin,14.629,False
2025-09-06,P011,Hendrick's,gin,6.386,False
2025-09-06,P012,Beefeater,gin,2.886,False
2025-09-06,P013,Gordon's,gin,15.548,False
2025-09-06,P014,Absolut,vodka,13.344,False
2025-09-06,P015,Finlandia,vodka,2.714,False
2025-09-06,P016,Grey Goose,vodka,3.394,False
2025-09-06,P017,Belvedere,vodka,3.057,False
2025-09-06,P018,Stolichnaya,vodka,2.886,False
2025-09-06,P019,Jameson,whiskey,7.217,False
2025-09-06,P020,Jack Daniel's,whiskey,5.211,False
2025-09-06,P021,Johnnie Walker Black,whiskey,3.309,False
2025-09-06,P022,Chivas Regal,whiskey,14.457,False
2025-09-06,P023,Maker's Mark,whiskey,2.972,False
2025-09-06,P024,Glenfiddich 12,whiskey,3.143,False
2025-09-06,P025,Bacardi Carta Blanca,rum,21.693,False
2025-09-06,P026,Havana Club 3,rum,14.543,False
2025-09-06,P027,Captain Morgan,rum,14.371,False
2025-09-06,P028,Diplomatico Reserva,rum,3.4,False
2025-09-06,P029,Jose Cuervo,tequila,4.345,False
2025-09-06,P030,Olmeca Blanco,tequila,3.143,False
2025-09-06,P031,Patron Silver,tequila,11.746,False
2025-09-06,P032,Don Julio Blanco,tequila,2.972,False
2025-09-06,P033,Aperol,aperitif,21.257,False
2025-09-06,P034,Campari,aperitif,6.3,False
2025-09-06,P035,Cointreau,liqueur,5.767,False
2025-09-06,P036,Kahlua,liqueur,4.977,False
2025-09-06,P037,Martini Rosso,vermouth,4.774,False
2025-09-06,P038,House Red Wine,wine,21.13,False
2025-09-06,P039,House White Wine,wine,21.96,False
2025-09-06,P040,Rose Wine,wine,9.0,False
2025-09-06,P041,Prosecco,wine,33.496,False
2025-09-06,P042,Chardonnay,wine,6.24,False
2025-09-06,P043,Coca-Cola,soft_drink,133.34,False
2025-09-06,P044,Coca-Cola Zero,soft_drink,90.6,False
2025-09-06,P045,Sprite,soft_drink,75.2,False
2025-09-06,P046,Tonic Water,soft_drink,86.12,False
2025-09-06,P047,Soda Water,soft_drink,86.58,False
2025-09-06,P048,Red Bull,soft_drink,65.8,False
2025-09-06,P049,Ginger Beer,soft_drink,27.2,False
2025-09-06,P050,Orange Juice,juice,4.0,False
2025-09-06,P051,Cranberry Juice,juice,4.0,False
2025-09-06,P052,Lime Juice,juice,8.583,False
2025-09-06,P053,Lemon Juice,juice,3.125,False
2025-09-06,P054,Sugar Syrup,cocktail_ingredient,3.917,False
2025-09-06,P055,Fresh Mint,cocktail_ingredient,3.046,False
2025-09-06,P056,Coffee Beans,cocktail_ingredient,3.343,False
2025-09-06,K001,Carlsberg 50L,draught_beer,4.668,False
2025-09-06,K002,Tuborg 50L,draught_beer,4.042,False
2025-09-06,K003,Carlsberg 30L,draught_beer,5.396,False
2025-09-06,K004,Malka 30L,draught_beer,4.761,False
2025-09-06,K005,Weihenstephan 30L,draught_beer,4.082,False
2025-09-07,P001,Carlsberg,beer,117.4,False
2025-09-07,P002,Heineken,beer,74.6,False
2025-09-07,P003,Corona,beer,75.2,False
2025-09-07,P004,Guinness,beer,32.6,False
2025-09-07,P005,Goldstar,beer,81.6,False
2025-09-07,P006,Maccabee,beer,43.0,False
2025-09-07,P007,Stella Artois,beer,54.4,False
2025-09-07,P008,Erdinger,beer,28.2,False
2025-09-07,P009,Bombay Sapphire,gin,3.051,False
2025-09-07,P010,Tanqueray,gin,14.543,False
2025-09-07,P011,Hendrick's,gin,6.043,False
2025-09-07,P012,Beefeater,gin,2.714,False
2025-09-07,P013,Gordon's,gin,14.834,False
2025-09-07,P014,Absolut,vodka,12.701,False
2025-09-07,P015,Finlandia,vodka,2.629,False
2025-09-07,P016,Grey Goose,vodka,3.223,False
2025-09-07,P017,Belvedere,vodka,2.972,False
2025-09-07,P018,Stolichnaya,vodka,2.8,False
2025-09-07,P019,Jameson,whiskey,6.874,False
2025-09-07,P020,Jack Daniel's,whiskey,4.869,False
2025-09-07,P021,Johnnie Walker Black,whiskey,3.223,False
2025-09-07,P022,Chivas Regal,whiskey,14.286,False
2025-09-07,P023,Maker's Mark,whiskey,2.8,False
2025-09-07,P024,Glenfiddich 12,whiskey,2.972,False
2025-09-07,P025,Bacardi Carta Blanca,rum,20.177,False
2025-09-07,P026,Havana Club 3,rum,14.371,False
2025-09-07,P027,Captain Morgan,rum,14.286,False
2025-09-07,P028,Diplomatico Reserva,rum,3.314,False
2025-09-07,P029,Jose Cuervo,tequila,3.979,False
2025-09-07,P030,Olmeca Blanco,tequila,3.057,False
2025-09-07,P031,Patron Silver,tequila,11.217,False
2025-09-07,P032,Don Julio Blanco,tequila,2.8,False
2025-09-07,P033,Aperol,aperitif,19.971,False
2025-09-07,P034,Campari,aperitif,5.957,False
2025-09-07,P035,Cointreau,liqueur,5.496,False
2025-09-07,P036,Kahlua,liqueur,4.72,False
2025-09-07,P037,Martini Rosso,vermouth,4.517,False
2025-09-07,P038,House Red Wine,wine,19.666,False
2025-09-07,P039,House White Wine,wine,20.008,False
2025-09-07,P040,Rose Wine,wine,8.2,False
2025-09-07,P041,Prosecco,wine,31.616,False
2025-09-07,P042,Chardonnay,wine,5.84,False
2025-09-07,P043,Coca-Cola,soft_drink,124.14,False
2025-09-07,P044,Coca-Cola Zero,soft_drink,87.6,False
2025-09-07,P045,Sprite,soft_drink,68.2,False
2025-09-07,P046,Tonic Water,soft_drink,77.92,False
2025-09-07,P047,Soda Water,soft_drink,81.3,False
2025-09-07,P048,Red Bull,soft_drink,61.8,False
2025-09-07,P049,Ginger Beer,soft_drink,24.2,False
2025-09-07,P050,Orange Juice,juice,4.0,False
2025-09-07,P051,Cranberry Juice,juice,4.0,False
2025-09-07,P052,Lime Juice,juice,8.133,False
2025-09-07,P053,Lemon Juice,juice,3.075,False
2025-09-07,P054,Sugar Syrup,cocktail_ingredient,3.677,False
2025-09-07,P055,Fresh Mint,cocktail_ingredient,2.938,False
2025-09-07,P056,Coffee Beans,cocktail_ingredient,3.289,False
2025-09-07,K001,Carlsberg 50L,draught_beer,4.467,False
2025-09-07,K002,Tuborg 50L,draught_beer,3.793,False
2025-09-07,K003,Carlsberg 30L,draught_beer,4.966,False
2025-09-07,K004,Malka 30L,draught_beer,4.252,False
2025-09-07,K005,Weihenstephan 30L,draught_beer,3.8,False
2025-09-08,P001,Carlsberg,beer,108.4,False
2025-09-08,P002,Heineken,beer,67.6,False
2025-09-08,P003,Corona,beer,68.2,False
2025-09-08,P004,Guinness,beer,27.6,False
2025-09-08,P005,Goldstar,beer,76.6,False
2025-09-08,P006,Maccabee,beer,39.0,False
2025-09-08,P007,Stella Artois,beer,50.4,False
2025-09-08,P008,Erdinger,beer,26.2,False
2025-09-08,P009,Bombay Sapphire,gin,2.88,False
2025-09-08,P010,Tanqueray,gin,14.457,False
2025-09-08,P011,Hendrick's,gin,5.486,False
2025-09-08,P012,Beefeater,gin,2.629,False
2025-09-08,P013,Gordon's,gin,13.509,False
2025-09-08,P014,Absolut,vodka,11.773,False
2025-09-08,P015,Finlandia,vodka,2.543,False
2025-09-08,P016,Grey Goose,vodka,2.88,False
2025-09-08,P017,Belvedere,vodka,2.886,False
2025-09-08,P018,Stolichnaya,vodka,2.629,False
2025-09-08,P019,Jameson,whiskey,6.36,False
2025-09-08,P020,Jack Daniel's,whiskey,4.354,False
2025-09-08,P021,Johnnie Walker Black,whiskey,3.051,False
2025-09-08,P022,Chivas Regal,whiskey,14.029,False
2025-09-08,P023,Maker's Mark,whiskey,2.715,False
2025-09-08,P024,Glenfiddich 12,whiskey,2.886,False
2025-09-08,P025,Bacardi Carta Blanca,rum,18.155,False
2025-09-08,P026,Havana Club 3,rum,14.114,False
2025-09-08,P027,Captain Morgan,rum,14.2,False
2025-09-08,P028,Diplomatico Reserva,rum,3.229,False
2025-09-08,P029,Jose Cuervo,tequila,3.822,False
2025-09-08,P030,Olmeca Blanco,tequila,2.972,False
2025-09-08,P031,Patron Silver,tequila,10.031,False
2025-09-08,P032,Don Julio Blanco,tequila,2.629,False
2025-09-08,P033,Aperol,aperitif,18.514,False
2025-09-08,P034,Campari,aperitif,5.486,False
2025-09-08,P035,Cointreau,liqueur,4.996,False
2025-09-08,P036,Kahlua,liqueur,4.32,False
2025-09-08,P037,Martini Rosso,vermouth,4.131,False
2025-09-08,P038,House Red Wine,wine,18.446,False
2025-09-08,P039,House White Wine,wine,17.324,False
2025-09-08,P040,Rose Wine,wine,7.0,False
2025-09-08,P041,Prosecco,wine,29.216,False
2025-09-08,P042,Chardonnay,wine,5.24,False
2025-09-08,P043,Coca-Cola,soft_drink,116.94,False
2025-09-08,P044,Coca-Cola Zero,soft_drink,80.6,False
2025-09-08,P045,Sprite,soft_drink,61.2,False
2025-09-08,P046,Tonic Water,soft_drink,69.62,False
2025-09-08,P047,Soda Water,soft_drink,73.12,False
2025-09-08,P048,Red Bull,soft_drink,58.8,False
2025-09-08,P049,Ginger Beer,soft_drink,21.2,False
2025-09-08,P050,Orange Juice,juice,4.0,False
2025-09-08,P051,Cranberry Juice,juice,4.0,False
2025-09-08,P052,Lime Juice,juice,7.268,False
2025-09-08,P053,Lemon Juice,juice,3.025,False
2025-09-08,P054,Sugar Syrup,cocktail_ingredient,9.312,False
2025-09-08,P055,Fresh Mint,cocktail_ingredient,8.767,False
2025-09-08,P056,Coffee Beans,cocktail_ingredient,3.217,False
2025-09-08,K001,Carlsberg 50L,draught_beer,4.153,False
2025-09-08,K002,Tuborg 50L,draught_beer,3.543,False
2025-09-08,K003,Carlsberg 30L,draught_beer,4.241,False
2025-09-08,K004,Malka 30L,draught_beer,3.956,False
2025-09-08,K005,Weihenstephan 30L,draught_beer,3.478,False
2025-09-09,P001,Carlsberg,beer,95.4,False
2025-09-09,P002,Heineken,beer,62.6,False
2025-09-09,P003,Corona,beer,63.2,False
2025-09-09,P004,Guinness,beer,24.6,False
2025-09-09,P005,Goldstar,beer,70.6,False
2025-09-09,P006,Maccabee,beer,35.0,False
2025-09-09,P007,Stella Artois,beer,47.4,False
2025-09-09,P008,Erdinger,beer,24.2,False
2025-09-09,P009,Bombay Sapphire,gin,14.709,False
2025-09-09,P010,Tanqueray,gin,14.286,False
2025-09-09,P011,Hendrick's,gin,16.886,False
2025-09-09,P012,Beefeater,gin,14.457,False
